Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
Items,,#ITEM_ETERNAL_PLATE,Eternal Plate,Броня вечности,Ewige Platte,Armadura de eternidad,Couraça Eterna,エターナルプレート,영원의 갑옷
Items,,#ITEM_ETERNAL_GREAVES,Eternal Greaves,Поножи вечности,Ewige Beinschützer,Grebas eternas,Grevas Eternas,エターナルグリーヴ,영원의 그리브
Items,,#ITEM_ECLIPSE_SHIELD,Eclipse Shield,Щит Затмения,Eklipsenschild,Escudo de eclipse,Escudo de Eclipse,エクリプスシールド,일식 방패
Items,,#ITEM_ECLIPSE_AXE,Eclipse Axe,Топор Затмения,Eklipsenaxt,Hacha de eclipse,Machado de Eclipse,エクリプスアックス,일식 도끼
Items,,#ITEM_BLACKROCK_HAMMER,Blackrock Hammer,Молот Блэкрока,Schwarzfels-Hammer,Martillo de rocanegra,Martelo de Pedrapreta,ブラックロックハンマー,블랙록 망치
Items,,#ITEM_MYSTICAL_GLOVES,Lunarite Gloves,Лунарит Перчатки,Lunarithandschuhe,Guantes de lunarita,Luvas de Lunarita,ルナライト手袋,루나라이트 장갑
Items,,#ITEM_ECLIPSE_HAMMER,Eclipse Hammer,Молот Затмения,Eklipsenhammer,Martillo de eclipse,Martelo de Eclipse,エクリプスハンマー,일식 망치
Items,,#ITEM_ECLIPSE_PLATE,Eclipse Plate,Броня Затмения,Eklipsenplatte,Armadura de eclipse,Couraça de Eclipse,エクリプスプレート,일식 갑옷
Items,,#ITEM_SAVAGE_GLOVES,Savage Gloves,Свирепые Перчатки,Wilde Handschuhe,Guantes salvajes,Luvas Selvagens,サベージグローブ,야만적인 장갑
Items,,#ITEM_SAVAGE_SHIELD,Savage Shield,Сверипый Щит,Wildes Schild,Escudo salvaje,Escudo Selvagem,サベージシールド,야만적인 방패
Items,,#ITEM_SAVAGE_BOOTS,Savage Boots,Свирепы Ботинки,Wilde Stiefel,Botas salvajes,Botas Selvagens,サベージブーツ,야만적인 신발
Items,,#ITEM_ECLIPSE_GREAVES,Eclipse Greaves,Поножи Затмения,Eklipsenbeinschützer,Grebas de eclipse,Grevas de Eclipse,エクリプスグリーヴ,일식 그리브
Items,,#ITEM_STORM_BOOTS,Storm Boots,Ботинки шторма,Sturmstiefel,Botas de tormenta,Botas da Tempestade,ストームブーツ,폭풍 신발
Items,,#ITEM_STORM_GLOVES,Storm Gloves,Перчатки шторма,Sturmhandschuhe,Guantes de tormenta,Luvas da Tempestade,ストームグローブ,폭풍 장갑
Items,,#ITEM_WARLORD_PLATE,Warlord Plate,Броня Командира,Kriegsherrenplatte,Armadura de comandante,Couraça do Comandante,ウォーロードプレート,전쟁군주 갑옷
Items,,#ITEM_STORM_SHIELD,Storm Shield,Щит шторма,Sturmschild,Escudo de tormenta,Escudo da Tempestade,ストームシールド,폭풍 방패
Items,,#ITEM_AMULET_III,Amulet III,Амулет III,Amulett III,Amuleto III,Amuleto III,アミュレット III,부적 III
Items,,#ITEM_GLOVES_III,Gloves III,Перчатки III,Handschuhe III,Guantes III,Luvas III,グローブ III,장갑 III
Items,,#ITEM_BOOTS_IV,Boots IV,Ботинки IV,Stiefel IV,Botas IV,Botas IV,ブーツ IV,신발 IV
Items,,#ITEM_SHIELD_II,Shield II,Щит II,Schild II,Escudo II,Escudo II,盾 II,방패 II
Items,,#ITEM_RING_IV,Ring IV,Кольцо IV,Ring IV,Anillo IV,Anel IV,リング IV,반지 IV
Items,,#ITEM_SHIELD_III,Shield III,Щит III,Schild III,Escudo III,Escudo III,盾 III,방패 III
Items,,#ITEM_HELMET_II,Helmet II,Шлем II,Helm II,Casco II,Elmo II,兜 II,투구 II
Items,,#ITEM_DESERT_ORE1,Deserite,Скалит,Deserite,Deserite,Deserite,銅鉱石,구리 광석
Items,,#ITEM_DESERT_ORE2,Aurorite,Аурорит,Aurorite,Aurorite,Aurorite,鉄鉱石,철 광석
Items,,#ITEM_DESERT_BAR1,Deserite bar,Скалит слиток,Deserite bar,Deserite bar,Deserite bar,ミスリル鉱石,미스릴 광석
Items,,#ITEM_DESERT_BAR2,Aurorite bar,Аурорит слиток,Aurorite bar,Aurorite bar,Aurorite bar,ミスリル鉱石,미스릴 광석
Items,,#ITEM_DESERT_ITEM1,Aurorat,Аурорат,Aurorat,Aurorat,Aurorat,サロナイト鉱石,사로나이트 광석
Items,,#ITEM_DESERT_ITEM2,Hammer,Молоток,Hammer,Hammer,Hammer,金の鉱石,금 광석
Items,,#ITEM_DESERT_ITEM3,Brick,Кирпич,Brick,Brick,Brick,コバルト鉱石,코발트 광석
Items,,#ITEM_DESERT_ITEM4,Beam,Балка,Beam,Beam,Beam,トリウム鉱石,토륨 광석
Items,,#ITEM_DESERT_ITEM5,BldngMat1,Строймат1,BldngMat1,BldngMat1,BldngMat1,コバルト鉱石,코발트 광석
Items,,#ITEM_DESERT_ITEM6,BldngMat2,Строймат2,BldngMat2,BldngMat2,BldngMat2,トリウム鉱石,토륨 광석
,,,,,,,,,
Beacon,,#BEACON_TITLE,Accounting Hall,Хижина учёта,Halle der Abrechnung,Cabaña de Registros,Cabana de Registros,会計小屋,회계 오두막
Beacon,,#BEACON_SUBTITLE,Get a book per ad viewed,Книга за каждую рекламу,Ein Kontobuch pro Werbung,Un libro por anuncio,Um livro por anúncio,広告を見ると帳簿1冊,광고 시청마다 장부 1권
Beacon,,#BEACON_RESET,Reset,Сброс,Zurücks.,Reiniciar,Reiniciar,リセット,초기화
Beacon,,#BEACON_RESET_DESCRIPTION,All upgrades will be reset. You’ll get back all Ledger Books.,Все улучшения будут сброшены. Вы получите обратно все книги отчетов.,Alle Upgrades werden zurückgesetzt. Du erhältst alle Kontobücher zurück.,Se reiniciarán todas las mejoras. Recuperarás todos los Libros de Cuentas.,Todas as melhorias serão redefinidas. Você receberá de volta todos os Livros de Contabilidade.,すべてのアップグレードがリセットされます。すべての帳簿が返却されます。,모든 업그레이드가 초기화됩니다. 모든 장부를 돌려받습니다.
Beacon,,#BEACON_MINES,Mines,Шахты,Minen,Minas,Minas,採掘場,광산
Beacon,,#BEACON_NO_ADS,Get 20 Ledger Books every day!,Получайте 20 книг отчётов каждый день!,Erhalte jeden Tag 20 Kontobücher!,¡Consigue 20 Libros de Cuentas cada día!,Ganhe 20 Livros de Contabilidade todos os dias!,毎日帳簿を20冊ゲットしよう！,매일 장부 20권을 받아보세요!
Beacon,,#BEACON_NO_ADS_REWARD,20 Ledger Books,20 Книг отчётов,20 Kontobücher,20 Libros de Cuentas,20 Livros de Contabilidade,20 帳簿,장부 20권
Beacon,Button,#BEACON_CLAIM,Claim,Забрать,Abholen,Reclamar,Obter,取得,수령
Beacon,,#BEACON_MINING_RATE,Mining Rate,Добыча,Abbaurate,Extracción,Taxa Miner.,採掘効率,채굴 속도
Beacon,,#BEACON_CARGO,Cargo,Груз,Fracht,Carga,Carga,運搬,운반량
Beacon,,#BEACON_MOVE_SPEED,Move Speed,Скорость,Tempo,Velocidad de mov.,Velocidade de mov.,移動速度,이동 속도
Beacon,Button,#BEACON_SELECT,Select,Выбрать,Wählen,Elegir,Escolher,選択,선택
,,,,,,,,,
Rover,Button,#ROVER_START,Start,Начать,Start,Empezar,Iniciar,始める,시작
Rover,Button,#ROVER_CLAIM,Claim,Забрать,Abholen,Reclamar,Obter,取得,수령
,,,,,,,,,
Orders,Button,#ORDERS_CHAPTER,Chapter,Глава,Kapitel,Capítulo,Ato,チャプター,챕터
Orders,Button,#ORDERS_CLAIM,Claim,Забрать,Abholen,Reclamar,Obter,取得,수령
Orders,Button,#ORDERS_DAILY,Daily,Сегодня,Täglich,Diarios,Diário,デイリー,일간
Orders,,#ORDERS_DAILY_ORDERS,Daily Orders,Заказы сегодня,Tägliche Bestellungen,Encargos diarios,Encomendas diárias,デイリー注文,일간 주문
Orders,Button,#ORDERS_DELIVER,Deliver,Отдать,Liefern,Entregar,Entregar,納品,배달
Orders,,#ORDERS_DELIVERED,Delivered,Доставлен,Geliefert,Entregado,Entregue,納品済,배달됨
Orders,,#ORDERS_EMPTY_DESC,No active orders. More soon!,Пока заказов нет!,Derzeit keine aktiven Aufgaben,No hay encargos pendientes. Vuelve pronto.,Sem pedidos ativos. Mais em breve!,注文はありません。そろそろ追加？,활성화된 주문이 없습니다. 곧 추가됩니다!
Orders,,#ORDERS_CHAPTER_PROGRESS,Chapter progress,Прогресс по главе,Kapitelfortschritt,Progreso de capítulo,Progresso do ato,チャプター進行度,챕터 진행도
Orders,Button,#ORDERS_NEXT_CHAPTER,Next\nchapter,Новая\nглава,Nächstes\nKap.,Siguiente\ncapítulo,Próximo\nato,次の\nチャプター,다음\n챕터
Orders,,#ORDERS_PROGRESS,Progress,Прогресс,Fortschritt,Progreso,Progresso,進行度,진행도
Orders,,#ORDERS_REFRESHES_IN,Refreshes in,Новые через,Wird akt. in,Se actualiza en,Atualiza em,更新まで:,초기화까지:
Orders,,#ORDERS_REWARD,Reward,Награда,Lohn,Premio,Prêmio,報酬,보상
Orders,Button,#ORDERS_REFRESH,Refresh,Обновить,Neu,Actualizar,Atualizar,さらに注文,추가 주문
Orders,,#ORDERS_GATHERING_ORDERS,Gathering Orders...,Собираем заказы...,Bestellungen sammeln...,Reuniendo encargos...,Reunindo encomendas...,お待ちください,주문 정렬 중...
Orders,,#ORDERS_SHIPMENT,Shipment <color=white>{0}</color>,Поставка <color=white>{0}</color>,Lieferung <color=white>{0}</color>,Envío <color=white>{0}</color>,Remessa <color=white>{0}</color>,出荷 <color=white>{0}</color>,배송 <color=white>{0}</color>
Orders,Button,#ORDERS_COMPLETE,Complete,Завершить,Abschließen,Completar,Concluir,完了,완료
Orders,,#ORDERS_SHIPMENT_SUBTITLE,Honor the Horde request,Уважайте потребности Орды,Ehre die Bitte der Horde,Honra la petición de la Horda,Honre o pedido da Horda,部族の要請に応えよ,부족의 요청에 응하라
Orders,,#ORDERS_ORDERS_COMPLETED,Orders Completed,Завершенные заказы,Abgeschlossene Aufträge,Pedidos completados,Pedidos concluídos,完了した注文,완료된 주문
,,,,,,,,,
Chapters,,#CHAPTER,Chapter,Глава,Kapitel,Capítulo,Ato,チャプター,챕터
Chapters,,#CHAPTER_0_TITLE,Mithril Forest,Мифриловый Лес,Mithrilwald,Bosque de mithril,Floresta de Mithril,ミスリルの森,미스릴 숲
Chapters,,#CHAPTER_0_DESC,na,на,na,na,na,na,없음
Chapters,,#CHAPTER_1_TITLE,Scarlet Hills,Алые Холмы,Scarlet Hills,Colinas escarlata,Colina Escarlate,緋色の丘,진홍의 언덕
Chapters,,#CHAPTER_1_DESC,Your clan tasks you to craft Saronite Armor. These hills show signs of rich Saronite deposit below. It may be the best place for your new camp.,"В этих холмах найдены залежи сарота. Отличное место для лагеря, чтобы выполнить задачу клана - создать саротовую броню.",Dein Clan beauftragt dich mit der Herstellung einer Saronitrüstung. Diese Hügel weisen Saronitvorkommen auf. Ein guter Ort für ein neues Lager.,Tu clan te encarga crear una armadura de saronita. En estas colinas hay rastros de un yacimiento. Parece el mejor lugar para tu campamento.,Seu clã lhe pede uma Armadura de Saronita. Estas colinas mostram sinais de depósitos saronita. Pode ser o melhor lugar para seu novo campo.,部族としてのここでの使命はサロナイト系防具を製造すること。この丘の下にはサロナイトの豊かな鉱床が眠っているようだ。ゆえに、新たな野営地にふさわしい。,사로나이트 갑옷을 제작해야 합니다. 이 언덕 아래에서 풍부한 사로나이트 광상의 흔적을 발견했습니다. 새로운 주둔지를 구축하기에 최적일 수도 있습니다.
Chapters,,#CHAPTER_2_TITLE,Spirit Rock,Гора Духов,Geisterfels,Roca de los Espíritus,Rocha Espiritual,魂の岩,정령 암벽
Chapters,,#CHAPTER_2_DESC,"For ages shamans came to the Spirit Rock to feel the wispers of what's yet to come. However, your mission here is different.","Веками шаманы восходили на Гору Духов внимать шопоту грядущего. Впрочем, ваша задача здесь иная.","Seit jeher kommen Schamanen zum Geisterfelsen, um das Flüstern zu hören. Deine Mission ist allerdings eine andere.","Durante siglos, los chamanes han acudido a la Roca de los Espíritus para sentir los presagios de lo que está por venir. Aun así, tu misión aquí es diferente.","Durante séculos, os xamãs vieram à Pedra Espiritual para sentir os sussurros do futuro. Mas sua missão aqui é outra.",遥か昔からシャーマンは魂の岩を訪れては、まだ見ぬ未来を予見する声に耳を傾けてきた。しかし、この地でオークたちに課せられた使命は少し、違うようだ。,오랜 세월 동안 주술사들은 미래를 알아내기 위해 정령 암벽에 왔습니다. 하지만 우리의 임무는 주술사들과 다릅니다.
Chapters,,#CHAPTER_3_TITLE,Abandoned Factory,Покинутая Фабрика,Verlassene Fabrik,Fábrica abandonada,Fábrica Abandonada,精錬場の廃墟,버려진 주조소
Chapters,,#CHAPTER_3_DESC,"This foundry have remained desolate for many moons. Explore the area, figure out the way to smelt harder alloys and complete your mission.",Многие луны освещают развалины заброшенной мастерской. Именно здесь легендарный Скабгрим создал Топор Судьбы,"Die Gießerei ist verlassen. Erkunde die Gegend, finde heraus, wie du härtere Metalle schmelzen kannst, und erfülle deine Mission.","Esta fundición lleva abandonada muchas lunas. Explora la zona, descubre la forma de fundir aleaciones más complejas y completa tu misión.","Esta fundição permaneceu desolada por muitas luas. Explore a área, descubra como fundir ligas mais duras e complete sua missão.",この精錬場はずいぶん長い間放置されていた様子。一帯を探索して、より堅い合金を精製する術を見い出し、使命を果たそう。,이 주조소는 오랫동안 황폐화되어 있었습니다. 지역을 탐험하고 합금을 더 단단하게 제련하는 방법을 알아내고 임무를 완수하세요.
Chapters,,#CHAPTER_4_TITLE,Passage Of Kings,Дорога Королей,Übergang der Könige,Pasaje de los Reyes,Passagem Real,王たちの通り道,왕의 길
Chapters,,#CHAPTER_4_DESC,"After extensive scouting you have found some signs of rare Obsidium ore. If you're lucky, you could mine just enough.","После тщательной разведки вы нашли следы редкой руды Обсида. Если повезет, вы сможете добыть столько руды, сколько нужно.","Nach langem Suchen hast du Anzeichen von seltenem Obsidiumerz gefunden. Wenn du Glück hast, kannst du genug abbauen.","Tras una ardua exploración has encontrado algunos indicios del raro mineral de obsidiana. Con suerte, igual puedes extraer el suficiente.","Após explorar muito, você encontrou sinais de minério de Obsidium. Com sorte, você poderá minerar o suficiente.",広大な範囲を念入りに調査した結果、非常に希少なオブシディウムの鉱床を発見できた。運が味方するならば、充分量をきっと採掘できるだろう。,"광범위하게 정찰한 결과, 희귀한 옵시디움 광석의 흔적을 발견했습니다. 운이 좋다면 채굴할 수 있을 것입니다."
Chapters,,#CHAPTER_5_TITLE,Valley of Trials,Долина Испытаний,Tal der Prüfungen,Valle de las Pruebas,Vale dos Testes,試練の谷,시련의 골짜기
Chapters,,#CHAPTER_5_DESC,"You find more Obsidium as you venture further into the woods. Extraction will cost a fortune, but it's worth it.","Продвигаясь глубже в лес вы нашли больше Обсида. Добыча будет стоить целое состояние, но оно того стоит.","Je tiefer du in den Wald gehst, desto mehr Obsidium findest du. Der Abbau wird ein Vermögen kosten, aber er wird sich lohnen.","Encuentras más obsidiana a medida que te adentras en el bosque. La extracción será muy cara, pero merece la pena.","Você encontra mais Obsidium à medida que avança na floresta. A extração custará uma fortuna, mas valerá a pena.",森の奥深くへと分け入ることで、さらなるオブシディウムの鉱石を発見した。採掘にはコストがかかるだろうが、それに見合う価値があるはずだ。,더 깊은 숲속으로 들어가면 옵시디움을 더 많이 발견할 수 있습니다. 추출하는 데 큰 비용이 들지만 그만한 가치가 있지요.
Chapters,,#CHAPTER_6_TITLE,Eternal Forest,Вечный Лес,Ewiger Wald,Bosque Eterno,Bosque Eterno,永遠の森,영원의 숲
Chapters,,#CHAPTER_6_DESC,Eternal Forest was here long before we've come to this world. And will remain here long after we're gone. Respect and be respected.,"Вечный Лес рос здесь века до нашего прихода в этот мир и останется на века после нас. Относитесь к нему с уважением, и он ответит вам тем же.","Der Ewige Wald war lange vor uns hier. Und wir werden noch lange hierbleiben, nachdem wir gegangen sind. Respektieren und respektiert werden.",El Bosque Eterno lleva aquí desde mucho antes de que llegáramos a este mundo. Y permanecerá aquí mucho después de que nos vayamos. Respétalo y te respetará.,O Bosque Eterno já existia muito antes de virmos a este mundo. E permanecerá aqui muito depois de partirmos. Respeite e seja respeitado.,永遠の森は我々がこの世界に到来するずっと以前から存在していた。そして我々がいなくなった後もずっと長くそこに在るだろう。畏敬の念を禁じ得ない。,영원의 숲은 우리가 여기 오기 전부터 여기에 있었습니다. 그리고 우리가 떠난 뒤에도 여기에 오랫동안 남을 것입니다. 존중하고 존중받으세요.
Chapters,,#CHAPTER_7_TITLE,Storm Peaks,Вершины Бурь,Sturmgipfel,Picos Tormentosos,Pico Tempestade,ストームピーク,폭풍의 정상
Chapters,,#CHAPTER_7_DESC,Your ability to set up the camp in the foothills of the Storm Peaks is a testament to the tribe venerableness and resilience.,Ваша способность разбить лагерь у подножия Вершин Бурь является свидетельством почтенности и стойкости вашего племени.,"Deine Fähigkeit, das Lager am Rande der Sturmgipfel aufzuschlagen, beweist die Ehrwürdigkeit und Widerstandsfähigkeit deines Stammes.",Tu habilidad para acampar en las estribaciones de los Picos Tormentosos es una muestra de la honorabilidad y resistencia de la tribu.,Sua capacidade de montar um campo no sopé do Pico Tempestade é uma prova da venerabilidade e resiliência da tribo.,ストームピークの麓に野営をするという行為は部族の誇り、そして強靭さが試される大いなる機会となるだろう。,폭풍의 정상 기슭에 주둔지를 구축할 수 있다는 건 부족의 존경과 회복력을 보여주는 증거입니다.
Chapters,,#CHAPTER_8_TITLE,Darkwater Pass,Перевал Темноводья,Dunkelwasserpass,Paso de Aguas Oscuras,Passagem Água Escura,暗水の通り道,암흑의 수로
Chapters,,#CHAPTER_8_DESC,Deep within the shadows of Darkwater Pass lies a wealth of untapped resources. Brave the darkness and uncover its secrets.,Глубоко в тенях перевала Темноводья лежат неисследованные богатства. Осмелься пройти через тьму и открой его тайны.,Tief im Schatten des Dunkelwasserpasses liegen unentdeckte Reichtümer. Wage dich in die Dunkelheit und enthülle seine Geheimnisse.,En lo profundo de las sombras del Paso de Aguas Oscuras yace una riqueza sin explorar. Atrévete a atravesar la oscuridad y desvela sus secretos.,Nas profundezas das sombras da Passagem Água Escura encontram-se riquezas inexploradas. Ouse atravessar a escuridão e revele seus segredos.,ダークウォーターパスの影の奥深くには、未開の財宝が眠っています。暗闇に挑み、その秘密を解き明かしましょう。,다크워터 패스의 그림자 속 깊은 곳에는 미개척된 보물이 숨어 있습니다. 어둠을 뚫고 그 비밀을 밝혀내십시오.
